repertoire,locus,unique_v3j,unique_vdj,reads
Briney_2019_Subject_D103_IgD_Subject-D103_Replicate-15_Isotype-IgD,IGH,67,102,102
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_CI20_IGG_igblastn_IGHA,IGH,343,449,889
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S57_Naive-B-Cells_igblastn_IGHM,IGH,90838,228463,256158
Bhiman_2015_Light_week-38_Light_week-38_CAP256_iglblastn,IGH,16,16,16
Gupta_2017_Heavy_IB_volunteer_IGHE_IB_after_1w_SRX2251659_iglblastn_igblastn_IGHE,IGK,44,47,47
Gupta_2017_Heavy_GMC_volunteer_IGHD_GMC_after_1h_SRX2251675_iglblastn_igblastn_IGHD,IGK,124,127,127
Gupta_2017_Heavy_IB_volunteer_IGHA_IB_before_1h_SRX2251662_iglblastn_igblastn_IGHA,IGK,131,159,212
Gupta_2017_Heavy_IB_volunteer_IGHE_IB_after_1d_SRX2251661_iglblastn_igblastn_IGHE,IGH,47,165,195
Briney_2019_Subject_326713_IgG_Subject-326713_Replicate-17_Isotype-IgG,IGH,183687,437270,437310
Vander_Heiden_2017_Light_HD10_HD10_Unsorted_Bcells_age31_healthy_iglblastn,IGK,17673,154985,417253
Fisher_2017_Light_Naive_IAC1_Naive_Light_iglblastn,IGL,6,6,6
Gupta_2017_Heavy_IB_volunteer_IGHG_IB_before_8d_SRX2251666_iglblastn_igblastn_IGHG,IGK,107,117,117
Vander_Heiden_2017_Heavy_AR03_Bulk_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_Bulk,IGL,12282,87240,135817
Vander_Heiden_2017_Heavy_HD13_Bulk_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_Bulk,IGK,30623,84776,145699
Doria-Rose_2015_Heavy_Week48_IGHA_CAP256-Week48-Heavy_iglblastn_IGHA,IGH,16,16,16
Briney_2019_Subject_326737_IgD_Subject-326737_Replicate-17_Isotype-IgD,IGH,27,28,28
Bernat_2019_Heavy_IGHG_Heavy_IgG_A007_igblastn_IGHG,IGH,43752,779356,898370
Gupta_2017_Heavy_IB_volunteer_IGHE_IB_after_1d_SRX2251661_iglblastn_igblastn_IGHE,IGL,259,404,485
Menzel_2014_RNA_titration_5ng_iglblastn,IGK,26,36,36
Rettig_2018_Heavy_whole_spleen_IGHM_whole_spleen_1_iglblastn_IGHM,IGK,1,1,1
Stern_2014_M5_IGHM_M5_CLN-A_63y_ILLUMINA_iglblastn_igblastn_IGHM,IGH,13210,45170,45458
Parameswaran_2014_Conv_IGHD_203_Conv_iglblastn_IGHD,IGH,145,164,167
Thornqvist_2018_Donor-2_Bone-Marrow_IGHG_Donor_2_bone_marrow_sample_2_igblastn_IGHG,IGH,110214,429494,431280
Briney_2019_Subject_326713_IgE_Subject-326713_Replicate-5_Isotype-IgE,IGK,1,1,1
Eliyahu_2018_Heavy_HCV_IGG_IGHG_HCV_SC7_IGG_igblastn_IGHG,IGH,1991,6026,34911
Eliyahu_2018_Heavy_HCV_IGM_Bulk_HCV_C8_IGM_igblastn_Bulk,IGH,66,69,571
Bashford_2013_CLL_subject-10_Bulk_CLL_subject-10_Age-81_repeat-3_iglblastn_Bulk,IGH,278,2781,9240
Levin_2017_Peripheral_Donor4_IGHD_Donor4_PB_2_iglblastn_IGHD,IGH,6,6,6
Vander_Heiden_2017_Heavy_AR05_IGHM_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHM,IGL,42,54,54
Vander_Heiden_2017_Light_HD09_HD09_Memory_Bcells_age31_healthy_iglblastn,IGH,9239,31924,43063
Rubelt_2016_TWINs_3_TW03B_Bulk_TW03B_B_memory_iglblastn_Bulk,IGH,344,400,414
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHM_NoSIT_tissue-Biopsy_subject-10_timepoint-365_Age-30_SRR5755061_iglblastn_iglblastn_IGHM,IGH,216,427,803
Eliyahu_2018_Heavy_HCV_IGG_Bulk_HCV_C9_IGG_igblastn_Bulk,IGH,111,122,540
Rubelt_2016_TWINs_5_TW05A_IGHG_TW05A_B_memory_iglblastn_IGHG,IGH,3412,12282,12337
Jiang_2013_FLU_IGHD_SRR747785_iglblastn_igblastn_IGHD,IGH,8923,11563,12151
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD7_igblastn_IGHA,IGL,146,207,208
Vander_Heiden_2017_Heavy_MK08_IGHD_MK08_Memory_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHD,IGK,26,30,32
Davis_2019_Heavy_EVD2_IGHM_Heavy_EVD2_EBOLA_1month_PBMC_igblastn_IGHM,IGH,62149,434040,491063
Ellebedy_2016_Day-90_peripheral-blood-mononuclear-cell_Bulk_peripheral-blood-mononuclear-cell_Day-90_Donor-6_igblastn_Bulk,IGH,113,181,182
Bashford_2013_CLL_subject-3_Bulk_CLL_subject-3_Age-78_repeat-1_iglblastn_Bulk,IGH,3162,8611,21303
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S10_Naive-B-Cells_igblastn_IGHG,IGL,2,3,3
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_before_2d_SRX2251686_iglblastn_igblastn_IGHD,IGL,213,329,338
Vander_Heiden_2017_Heavy_AR05_IGHA_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,IGK,132,212,286
Gupta_2017_Heavy_IB_volunteer_IGHD_IB_before_1h_SRX2251662_iglblastn_igblastn_IGHD,IGH,5877,10140,12310
Briney_2019_Subject_326651_IgA_Subject-326651_Replicate-11_Isotype-IgA,IGH,691,763,763
Briney_2019_Subject_326650_IgM_Subject-326650_Replicate-18_Isotype-IgM,IGH,179856,621377,622226
Galson_2016_Visit-2_Subject-2624_Total-B-cells_Subject-2624_Visit-2_age-23_Total-B-cells_iglblastn,IGK,1,1,1
Mroczek_2014_IGHG_Memory-B-cell-IgD-negative_iglblastn_igblastn_IGHG,IGH,1958,2215,2235
Briney_2019_Subject_326651_IgG_Subject-326651_Replicate-14_Isotype-IgG,IGH,592385,1672279,1672392
Vander_Heiden_2017_Heavy_HD09_IGHD_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHD,IGH,4113,11638,14055
Jiang_2013_FLU_IGHE_SRR770500_iglblastn_igblastn_IGHE,IGH,40,81,84
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S46_Naive-B-Cells_igblastn_IGHA,IGH,132,2030,2416
Gupta_2017_Heavy_GMC_volunteer_IGHE_GMC_after_3w_SRX2251671_iglblastn_igblastn_IGHE,IGH,20,20,21
Rubelt_2016_TWINs_1_TW01A_IGHM_TW01A_B_memory_iglblastn_IGHM,IGH,8603,32062,32263
Rettig_2018_Heavy_spleen_cells_IGHM_spleen_cells_1_iglblastn_IGHM,IGH,588,611,612
Gupta_2017_Heavy_Fv_volunteer_IGHA_FV_after_4w_SRX2251680_iglblastn_igblastn_IGHA,IGH,30366,182410,203394
Bonsignori_2016_normal_IGHG_normalDonor_1_iglblastn_igblastn_IGHG,IGK,1,1,1
Briney_2019_Subject_326713_IgM_Subject-326713_Replicate-18_Isotype-IgM,IGH,736810,1457684,1458823
Gupta_2017_Heavy_IB_volunteer_IGHG_IB_after_3w_SRX2251664_iglblastn_igblastn_IGHG,IGL,523,1375,1779
Vander_Heiden_2017_Heavy_AR05_Bulk_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_Bulk,IGK,41649,167710,233320
Wu_2015_Heavy_Visit_F_Bulk_H-chain_F-visit_2008-year_01-month_17-day_iglblastn_iglblastn_Bulk,IGH,18003,25465,27321
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S54_Naive-B-Cells_igblastn_IGHG,IGH,63,622,659
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD8_igblastn_IGHA,IGH,8817,128845,148181
Wesemann_2013_IgH_Lamina_propria_germ_free_mice_IGHM_IgH_lamina_propria_from_germ_free_mice_SRR934688_iglblastn_igblastn_IGHM,IGH,4049,5445,5769
Gupta_2017_Heavy_IB_volunteer_IGHG_IB_before_8d_SRX2251666_iglblastn_igblastn_IGHG,IGH,7917,28252,31829
Galson_2016_Visit-5_Subject-2492_HBsAg+-B-cells_Subject-2492_Visit-5_age-25_HBsAg+-B-cells_iglblastn,IGH,26791,236066,410445
Landais_2017_Heavy_Month-V24_IGHG_Heavy_Month-V24_PC64_igblastn_IGHG,IGH,154552,1104360,1214628
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S48_Naive-B-Cells_igblastn_Bulk,IGH,394,487,525
Galson_2016_Visit-3_Subject-2624_HBsAg+-B-cells_Subject-2624_Visit-3_age-23_HBsAg+-B-cells_iglblastn,IGH,7335,41532,57088
Briney_2019_Subject_326907_unknown_Subject-326907_Replicate-13_Isotype-unknown,IGH,41,46,46
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S87_Naive-B-Cells_igblastn_IGHG,IGH,32,48,49
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHM_Heavy_Healthy_cord-blood-cells_CB4g_igblastn_IGHM,IGH,18,19,19
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHM_NoSIT_tissue-Biopsy_subject-16_timepoint-365_Age-47_SRR5755063_iglblastn_iglblastn_IGHM,IGH,144,283,488
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHA_NoSIT_tissue-PBMC_subject-11_timepoint-365_Age-23_SRR5755004_iglblastn_iglblastn_IGHA,IGH,766,1029,1303
Galson_2016_Visit-4_Subject-2492_HBsAg+-B-cells_Subject-2492_Visit-4_age-25_HBsAg+-B-cells_iglblastn,IGH,22358,177326,250490
Briney_2019_Subject_326713_IgD_Subject-326713_Replicate-10_Isotype-IgD,IGH,384,396,396
Vander_Heiden_2017_Light_HD10_HD10_Unsorted_Bcells_age31_healthy_iglblastn,IGL,12802,154228,345083
Briney_2019_Subject_D103_unknown_Subject-D103_Replicate-9_Isotype-unknown,IGH,41,54,54
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHM_NoSIT_tissue-PBMC_subject-14_timepoint-365_Age-22_SRR5755026_iglblastn_iglblastn_IGHM,IGH,951,997,1070
Vander_Heiden_2017_Heavy_MK08_IGHD_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHD,IGH,4231,21769,35128
Pei_2017_gamma1_Spleen_IGHM_gamma1_Spleen_Pro-B-Cells_5_igblastn_IGHM,IGH,5,5,5
Gupta_2017_Heavy_Fv_volunteer_IGHA_FV_before_8d_SRX2251687_iglblastn_igblastn_IGHA,IGK,67,82,96
Wesemann_2013_IgK_RAG+_B_lineage_cells_from_bone_marrow_IgK_RAG+_B_lineage_cells_from_bone_marrow_SRR934661_iglblastn,IGK,948,5312,8597
Liao_2013_Heavy_Bulk_CH505-IGH-wk006_iglblastn_igblastn_Bulk,IGL,35,39,39
Davis_2019_Heavy_EVD5_IGHG_Heavy_EVD5_EBOLA_peak_PBMC_igblastn_IGHG,IGH,604140,3001676,3046385
Briney_2019_Subject_326780_IgG_Subject-326780_Replicate-16_Isotype-IgG,IGH,53844,120971,121129
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHD_SIT_tissue-Biopsy_subject-6_timepoint-0_Age-41_SRR5754965_iglblastn_iglblastn_IGHD,IGH,12,23,26
Prohaska_2018_Spleen_Follicular-B-Cells_IGHM_Spleen_Follicular-B-Cells_iglblastn_IGHM,IGH,29676,49725,54164
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S58_Naive-B-Cells_igblastn_IGHG,IGL,1,2,2
Briney_2019_Subject_326651_unknown_Subject-326651_Replicate-7_Isotype-unknown,IGL,2,2,2
Doria-Rose_2015_Heavy_Week16_Bulk_CAP256-Week16-Heavy_iglblastn_Bulk,IGH,3436,4389,4674
Ellebedy_2016_Day-0_memory-B-cell_IGHA_memory-B-cell_Day-0_Donor-8_igblastn_IGHA,IGH,7,7,7
Wu_2015_Heavy_Visit_D_Bulk_H-chain_D-visit_2007-year_01-month_09-day_iglblastn_iglblastn_Bulk,IGH,4007,4713,4854
Briney_2019_Subject_326737_unknown_Subject-326737_Replicate-12_Isotype-unknown,IGH,29,36,36
Vander_Heiden_2017_Heavy_HD13_IGHD_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHD,IGH,2510,6759,8733
Doria-Rose_2015_Heavy_Week206_IGHE_CAP256-Week206-Heavy_iglblastn_IGHE,IGH,25,25,25
Davis_2019_Heavy_EVD15_IGHE_Heavy_EVD15_EBOLA_discharge_PBMC_igblastn_IGHE,IGH,1314,32733,69052
Zhu_2013_Heavy_Bulk_Donor_C38_Run3_iglblastn_igblastn_Bulk,IGH,6363,6537,6538
Schanz_2014_L_chain_159_wk213_Schanz_159_wk213_nucleotide_renamed_igblastn_Bulk,IGL,51394,582205,582502
Galson_2016_Visit-6_Subject-2492_HLA-DR+-Plasma-cells_Subject-2492_Visit-6_age-25_HLA-DR+-Plasma-cells_iglblastn,IGH,11488,85463,111530
Parameswaran_2014_PConv_Bulk_265_PConv_iglblastn_Bulk,IGH,7228,10286,10854
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD12_igblastn_Bulk,IGK,59213,1257246,2739045
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S8_Naive-B-Cells_igblastn_Bulk,IGL,8210,61598,77963
Ohm-Laursen_2018_Heavy_Asthma_IGHA_Heavy_Asthma_Biopsy_1_igblastn_IGHA,IGH,7513,253157,288774
Briney_2019_Subject_326737_IgE_Subject-326737_Replicate-14_Isotype-IgE,IGH,130,140,140
Briney_2019_Subject_326780_IgA_Subject-326780_Replicate-14_Isotype-IgA,IGH,396,439,439
Ellebedy_2016_Day-0_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-0_Donor-8_igblastn_IGHM,IGH,91,1002,1059
Ellebedy_2016_Day-90_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-90_Donor-6_igblastn_IGHM,IGH,5,5,5
Eliyahu_2018_Heavy_HCV_IGM_Bulk_HCV_SC7_IGM_igblastn_Bulk,IGH,136,146,1214
Stern_2014_M3_IGHA_M3_CLN_74y_ILLUMINA_iglblastn_igblastn_IGHA,IGH,8236,152394,153654
Waltari_2018_Heavy_HIV_PBMCs_IGHA_Heavy_HIV_PBMCs_AD344_igblastn_IGHA,IGH,43871,659051,779157
Vander_Heiden_2017_Heavy_AR05_IGHE_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn_igblastn_IGHE,IGK,39,45,49
Banerjee_2017_vaccination_3_4d_after_3rd-immunization_iglblastn,IGL,44,48,49
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_CI13_IGA_igblastn_Bulk,IGH,29,35,141
Ellebedy_2016_Day-0_memory-B-cell_IGHM_memory-B-cell_Day-0_Donor-6_igblastn_IGHM,IGH,5607,48989,55633
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S46_Naive-B-Cells_igblastn_Bulk,IGL,7512,63302,93147
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHA_NoSIT_tissue-PBMC_subject-14_timepoint-365_Age-22_SRR5755026_iglblastn_iglblastn_IGHA,IGH,795,883,957
Eliyahu_2018_Heavy_HCV_IGM_Bulk_HCV_CI22_IGM_igblastn_Bulk,IGH,108,117,177
Gupta_2017_Heavy_GMC_volunteer_IGHD_GMC_after_3w_SRX2251671_iglblastn_igblastn_IGHD,IGL,346,472,498
Levin_2017_Peripheral_Donor5_IGHA_Donor5_PB_2_iglblastn_IGHA,IGH,28762,412367,442033
Briney_2019_Subject_326780_IgM_Subject-326780_Replicate-1_Isotype-IgM,IGH,985936,3250298,3254612
Vander_Heiden_2017_Heavy_MK04_IGHA_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHA,IGK,12,12,12
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-11_Isotype-unknown,IGK,1,2,2
Soto_2016_Heavy_IGHG_IAVI84_Heavy_iglblastn_IGHG,IGH,47909,165025,233839
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S20_Naive-B-Cells_igblastn_IGHA,IGH,232,3056,3560
Briney_2019_Subject_326713_IgA_Subject-326713_Replicate-18_Isotype-IgA,IGH,293,320,321
Jiang_2013_FLU_IGHE_SRR747785_iglblastn_igblastn_IGHE,IGH,28,47,51
Wu_2015_Heavy_Visit_D_IGHD_H-chain_D-visit_2007-year_01-month_09-day_iglblastn_iglblastn_IGHD,IGH,13,13,13
Ellebedy_2016_Day-14_HA-positive-activated-B-cell_Bulk_HA-positive-activated-B-cell_Day-14_Donor-5_igblastn_Bulk,IGH,3,3,3
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S51_Naive-B-Cells_igblastn_IGHA,IGL,1,1,1
Ellebedy_2016_Day-28_HA-negative-memory-B-cell_IGHA_HA-negative-memory-B-cell_Day-28_Donor-4_igblastn_IGHA,IGH,2746,34165,35983
Vander_Heiden_2017_Heavy_AR03_Bulk_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_Bulk,IGH,3431,3957,4022
Briney_2019_Subject_326737_IgG_Subject-326737_Replicate-13_Isotype-IgG,IGH,25275,68706,68750
Vander_Heiden_2017_Heavy_MK03_IGHM_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHM,IGL,50,52,52
Briney_2019_Subject_326651_unknown_Subject-326651_Replicate-16_Isotype-unknown,IGK,4,4,4
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_C4_IGA_igblastn_Bulk,IGH,44,78,190
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S77_Naive-B-Cells_igblastn_Bulk,IGH,502,660,714
Turchaninova_2016_IGHD_B_memory_donor_2_iglblastn_igblastn_IGHD,IGH,1223,4803,4803
Briney_2019_Subject_327059_IgM_Subject-327059_Replicate-4_Isotype-IgM,IGH,282305,1052776,1053936
Bonsignori_2016_Hiv_infected_week-92_Bulk_HIV_infected_week-92_week_repeat-5_PBMC_iglblastn_igblastn_Bulk,IGH,22,24,24
Vergani_2017_B16_age-less_than_40_IGHM_B16_age-less_than_40_iglblastn_IGHM,IGH,233112,882754,1040228
Vander_Heiden_2017_Heavy_MK03_IGHG_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHG,IGK,117,150,172
Galson_2016_Visit-6_Subject-2492_HBsAg+-B-cells_Subject-2492_Visit-6_age-25_HBsAg+-B-cells_iglblastn,IGH,17712,148280,244402
Vander_Heiden_2017_Heavy_HD09_IGHM_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHM,IGL,49,53,53
Ellebedy_2016_Day-0_memory-B-cell_Bulk_memory-B-cell_Day-0_Donor-5_igblastn_Bulk,IGH,6,6,6
Eliyahu_2018_Heavy_HCV_IGA_IGHA_HCV_SC9_IGA_igblastn_IGHA,IGH,4367,12373,94237
Parameswaran_2014_Acute_IGHA_249_Acute_iglblastn_IGHA,IGH,8,8,8
Rubelt_2016_TWINs_5_TW05B_IGHE_TW05B_B_naive_iglblastn_IGHE,IGH,20,29,29
Schanz_2014_H_chain_HD1_prep2_Bulk_HD1_prep2_nucleotide_renamed_igblastn_Bulk,IGK,190,205,205
Vander_Heiden_2017_Heavy_HD10_IGHA_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHA,IGK,63,63,63
Ohm-Laursen_2018_Heavy_Asthma_IGHG_Heavy_Asthma_Biopsy_2_igblastn_IGHG,IGH,7241,505749,577662
Davis_2019_Heavy_EVD2_IGHD_Heavy_EVD2_EBOLA_1month_PBMC_igblastn_IGHD,IGH,166,231,231
Vander_Heiden_2017_Heavy_AR04_IGHD_AR04_Naive_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHD,IGH,20252,42135,46835
Galson_2016_Visit-3_Subject-2277_Total-B-cells_Subject-2277_Visit-3_age-22_Total-B-cells_iglblastn,IGH,57543,184961,236271
Wesemann_2013_IgK_RAG+_B_lineage_cells_from_small_intestinal_lamina_propria_IgK_RAG+_B_lineage_cells_from_small_intestinal_lamina_propria_SRR934654_iglblastn,IGK,1168,12287,26175
Stern_2014_M3_Bulk_M3_CLN_74y_ILLUMINA_iglblastn_igblastn_Bulk,IGH,686,971,986
Ohm-Laursen_2018_Heavy_Asthma_IGHM_Heavy_Asthma_Biopsy_12_igblastn_IGHM,IGH,793,25248,27954
Ellebedy_2016_Day-0_naive-B-cell_IGHG_naive-B-cell_Day-0_Donor-5_igblastn_IGHG,IGH,711,11219,15253
Waltari_2018_Heavy_Healthy_PBMCs_IGHM_Heavy_Healthy_PBMCs_BD8_igblastn_IGHM,IGH,62248,477415,545478
Zhu_2013_Light_Donor_C38_Run7_iglblastn,IGL,33421,94201,102659
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S77_Naive-B-Cells_igblastn_Bulk,IGK,25742,205958,328147
Gupta_2017_Light_GMC_volunteer_GMC_after_1h_SRX2251675_iglblastn,IGK,111199,364109,709310
Briney_2019_Subject_326780_IgG_Subject-326780_Replicate-18_Isotype-IgG,IGH,55648,124907,125118
Palanichamy_2014_Source-PBMC_Subject-30512_IGHM_Subject-30512_Source-PBMC_Age-34_iglblastn_igblastn_IGHM,IGH,36388,72777,80236
Gupta_2017_Heavy_Fv_volunteer_Bulk_FV_after_2w_SRX2251685_iglblastn_igblastn_Bulk,IGL,65705,293062,358051
Vander_Heiden_2017_Heavy_HD10_IGHM_HD10_Unsorted_Bcells_age31_healthy_iglblastn_igblastn_IGHM,IGL,46,55,55
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHE_NoSIT_tissue-PBMC_subject-13_timepoint-365_Age-38_SRR5755010_iglblastn_iglblastn_IGHE,IGH,58,248,739
Briney_2019_Subject_316188_IgA_Subject-316188_Replicate-2_Isotype-IgA,IGH,46,48,48
Gupta_2017_Light_GMC_volunteer_GMC_after_3w_SRX2251671_iglblastn,IGL,59993,265674,352532
Huang_2016_heavy_2015_Bulk_2015_1st_run_heavy_1-fq-gz_iglblastn_Bulk,IGH,7848,113226,113238
Briney_2019_Subject_326651_IgM_Subject-326651_Replicate-13_Isotype-IgM,IGH,2774057,4158913,4158953
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-14_Isotype-unknown,IGH,37,39,39
Sheng_2017_Light_LP23810-Light-13_igblastn,IGH,9,10,10
Briney_2019_Subject_D103_IgE_Subject-D103_Replicate-16_Isotype-IgE,IGK,1,1,1
Thornqvist_2018_Donor-6_PBMC_IGHG_Donor_6_peripheral_blood_sample_2_igblastn_IGHG,IGH,16511,215679,226674
Vander_Heiden_2017_Heavy_HD13_IGHD_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_IGHD,IGL,82,117,126
Thornqvist_2018_Donor-3_PBMC_IGHM_Donor_3_peripheral_blood_sample_2_igblastn_IGHM,IGH,171555,497175,507843
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S57_Naive-B-Cells_igblastn_Bulk,IGH,380,483,522
Levin_2015_SIT_timepoint-0_tissue-PBMC_IGHM_SIT_tissue-PBMC_subject-8_timepoint-0_Age-24_SRR5755034_iglblastn_iglblastn_IGHM,IGH,1801,1892,2001
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-3_Isotype-unknown,IGH,32,33,33
Stern_2014_M1_IGHM_M1_Cortex_39y_CAPILLARY_iglblastn_igblastn_IGHM,IGH,4,10,10
Gupta_2017_Heavy_IB_volunteer_IGHE_IB_after_3w_SRX2251664_iglblastn_igblastn_IGHE,IGK,57,61,66
Gupta_2017_Light_GMC_volunteer_GMC_after_3d_SRX2251670_iglblastn,IGH,55202,199341,270084
Davis_2019_Heavy_EVD9_Bulk_Heavy_EVD9_EBOLA_discharge_PBMC_igblastn_Bulk,IGH,977,5915,6481
Briney_2019_Subject_D103_unknown_Subject-D103_Replicate-12_Isotype-unknown,IGK,5,16,16
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-1_timepoint-365_Age-38_SRR5754989_iglblastn_iglblastn_IGHG,IGH,474,813,923
Briney_2019_Subject_326737_IgA_Subject-326737_Replicate-12_Isotype-IgA,IGH,87,117,117
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S50_Naive-B-Cells_igblastn_IGHM,IGH,111074,201171,213071
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD2_igblastn_Bulk,IGL,46441,1259900,1443620
Stern_2014_M4_IGHM_M4_Lesion_80y_ILLUMINA_iglblastn_igblastn_IGHM,IGH,101,1557,3393
Briney_2019_Subject_326737_IgM_Subject-326737_Replicate-1_Isotype-IgM,IGH,401216,1380141,1381909
Jiang_2013_FLU_IGHA_SRR747767_iglblastn_igblastn_IGHA,IGH,78808,227892,280299
Briney_2019_Subject_326651_IgE_Subject-326651_Replicate-12_Isotype-IgE,IGH,1404,1545,1547
Banerjee_2017_terminal_bleed_terminal_collection_spleen_iglblastn,IGK,104249,883942,1328764
Briney_2019_Subject_326651_unknown_Subject-326651_Replicate-7_Isotype-unknown,IGH,63,63,63
Briney_2019_Subject_326780_IgM_Subject-326780_Replicate-11_Isotype-IgM,IGH,613584,2347014,2350177
Briney_2019_Subject_326780_IgM_Subject-326780_Replicate-8_Isotype-IgM,IGH,595433,2075035,2078495
Ellebedy_2016_Day-7_resting-memory-B-cell_IGHM_resting-memory-B-cell_Day-7_Donor-157_igblastn_IGHM,IGH,116,643,646
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD5_igblastn_Bulk,IGH,2907,3563,3647
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHM_SIT_tissue-PBMC_subject-4_timepoint-365_Age-36_SRR5754986_iglblastn_iglblastn_IGHM,IGH,1034,1070,1141
Levin_2017_Peripheral_Donor6_IGHM_Donor6_PB_1_iglblastn_IGHM,IGH,122482,382880,389952
Levin_2015_NoSIT_timepoint-0_tissue-Biopsy_IGHM_NoSIT_tissue-Biopsy_subject-14_timepoint-0_Age-22_SRR5755083_iglblastn_iglblastn_IGHM,IGH,302,620,1066
Gupta_2017_Heavy_GMC_volunteer_IGHG_GMC_after_1w_SRX2251672_iglblastn_igblastn_IGHG,IGL,547,1480,2221
Palanichamy_2014_Source-PBMC_Subject-43113_Bulk_Subject-43113_Source-PBMC_Age-31_iglblastn_igblastn_Bulk,IGH,4,5,5
Vergani_2017_B17_age-less_than_40_IGHG_B17_age-less_than_40_iglblastn_IGHG,IGH,469,1017,1141
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S63_Naive-B-Cells_igblastn_IGHM,IGH,26952,103939,132805
